ID|Nationality|Age|LeadTime|LodgingRevenue|OtherRevenue|Channel
28496|FRA|69.0|70|660.0|133.5|Agent
28504|GBR|56.0|26|248.0|14.0|Agent
28505|ESP|41.0|34|372.0|21.0|Agent
28506|FRA|54.0|2|248.0|14.0|Agent
28507|FRA|43.0|26|248.0|14.0|Agent
28509|GBR|51.0|19|632.0|138.5|Agent
28510|DEU|51.0|38|840.0|174.0|Agent
28511|DEU|52.0|88|501.0|65.5|Agent
28513|FRA|75.0|30|346.0|28.0|Direct
28514|GBR|35.0|15|356.0|28.0|Agent
28515|FRA|53.0|99|615.0|76.5|Agent
28516|FRA|30.0|165|599.2|196.3|Direct
28520|GBR|23.0|20|264.8|52.0|Agent
28526|FRA|49.0|82|369.0|76.5|Agent
28530|FRA|39.0|26|248.0|14.0|Agent
28531|FRA|61.0|26|248.0|14.0|Agent
28532|FRA|51.0|26|248.0|14.0|Agent
28537|FRA|36.0|1|320.0|2.0|Direct
28539|ITA|49.0|128|114.0|23.0|Agent
28540|ITA|49.0|128|114.0|14.0|Agent
28541|PRT|70.0|395|234.0|291.5|Agent
28543|ITA|38.0|89|369.0|53.1|Agent
28544|PRT|75.0|395|234.0|98.0|Agent
28545|GBR|74.0|395|234.0|344.5|Agent
28546|GBR|76.0|395|234.0|98.0|Agent
28549|PRT|26.0|57|374.4|42.0|Agent
28550|GBR|70.0|395|234.0|98.0|Agent
28551|GBR|76.0|395|234.0|339.5|Agent
28553|PRT|64.0|394|296.0|58.0|Agent
28554|GBR|82.0|395|234.0|98.0|Agent
28555|GBR|75.0|395|234.0|357.5|Agent
28556|GBR|72.0|395|234.0|573.5|Agent
28560|FRA|67.0|92|369.0|74.0|Agent
28562|GBR|81.0|395|234.0|98.0|Agent
28570|GBR|82.0|395|234.0|363.0|Agent
28571|FRA|36.0|102|225.0|4.0|Agent
28573|ITA|58.0|47|1337.5|149.5|Direct
28575|GBR|67.0|126|160.2|40.0|Agent
28578|FRA|36.0|102|225.0|4.0|Agent
28579|ITA|58.0|77|390.6|63.0|Agent
28584|FRA|46.0|95|879.0|149.0|Agent
28586|PRT|43.0|2|483.0|49.0|Corporate
28588|DEU|35.0|105|369.0|69.0|Agent
28591|DEU|35.0|83|942.0|140.0|Agent
28592|GBR|76.0|395|234.0|267.0|Agent
28594|DEU|74.0|395|234.0|118.0|Agent
28595|FRA|72.0|167|398.4|306.6|Agent
28598|FRA|46.0|54|636.0|84.5|Agent
28600|ITA|60.0|25|508.0|85.0|Agent
28602|FRA|58.0|84|711.0|244.5|Agent
28603|FRA|58.0|84|711.0|191.5|Agent
28605|FRA|55.0|37|548.4|161.1|Agent
28606|GBR|57.0|5|328.0|37.5|Agent
28607|GBR|48.0|94|160.2|22.0|Agent
28609|ITA|51.0|81|267.0|159.0|Agent
28612|DEU|36.0|68|304.19|98.81|Direct
28617|PRT|43.0|9|148.0|39.5|Agent
28620|GBR|32.0|20|420.0|21.0|Agent
28621|FRA|32.0|7|444.0|42.0|Agent
28622|FRA|60.0|90|369.0|42.0|Agent
28624|FRA|53.0|90|369.0|42.0|Agent
28625|FRA|60.0|90|369.0|49.5|Agent
28629|GBR|67.0|68|576.0|77.0|Agent
28630|GBR|73.0|68|576.0|78.0|Agent
28632|FRA|42.0|11|632.0|88.0|Agent
28634|ITA|49.0|24|424.0|40.0|Agent
28636|DEU|60.0|109|315.0|106.0|Agent
28637|DEU|57.0|109|999.0|123.0|Agent
28640|DEU|50.0|158|474.0|97.5|Direct
28642|DEU|44.0|158|474.0|94.5|Direct
28643|DEU|51.0|158|474.0|94.5|Direct
28648|PRT|54.0|1|1370.25|114.0|Agent
28649|FRA|54.0|153|1215.3|407.5|Agent
28652|PRT|66.0|20|150.0|24.0|Agent
28653|FRA|47.0|5|696.0|110.5|Agent
28655|ESP|49.0|243|372.3|128.6|Agent
28657|GBR|43.0|243|372.3|128.6|Agent
28658|GBR|65.0|16|630.0|77.0|Agent
28659|PRT|50.0|16|424.0|42.0|Agent
28660|ESP|43.0|101|342.0|47.5|Agent
28661|PRT|36.0|105|468.0|60.0|Agent
28664|GBR|49.0|28|534.0|100.5|Agent
28666|DEU|62.0|109|1080.0|70.0|Agent
28670|PRT|47.0|30|173.0|25.0|Direct
28673|GBR|39.0|13|1054.8|125.5|Agent
28678|ESP|44.0|10|306.0|30.5|Direct
28679|PRT|54.0|2|480.0|24.0|Agent
28680|DEU|53.0|118|435.6|347.9|Agent
28685|GBR|52.0|57|182.8|72.7|Agent
28688|FRA|35.0|6|296.0|117.0|Agent
28696|GBR|24.0|101|378.0|6.0|Agent
28705|GBR|41.0|123|279.0|141.0|Direct
28707|FRA|45.0|10|158.0|14.0|Agent
28708|FRA|37.0|10|134.0|17.0|Agent
28709|ITA|49.0|96|228.0|28.0|Direct
28710|GBR|39.0|107|727.2|149.5|Direct
28711|FRA|46.0|10|188.0|14.0|Agent
28712|ITA|48.0|96|228.0|28.0|Direct
28713|ITA|58.0|96|228.0|30.0|Direct
28714|ITA|44.0|96|228.0|28.0|Direct
28715|ITA|47.0|96|240.0|14.0|Direct
28716|FRA|59.0|118|246.0|206.0|Agent
28718|FRA|35.0|10|128.0|34.0|Agent
28719|FRA|54.0|118|246.0|30.5|Agent
28720|FRA|59.0|118|246.0|28.0|Agent
28721|ITA|49.0|95|614.2|221.0|Agent
28723|DEU|38.0|102|396.0|44.5|Agent
28725|GBR|54.0|69|588.0|90.5|Agent
28726|PRT|60.0|11|321.0|51.0|Agent
28728|DEU|55.0|94|252.0|24.0|Agent
28733|DEU|36.0|92|561.0|86.0|Agent
28734|ESP|47.0|29|480.0|6.0|Agent
28735|FRA|32.0|82|393.0|97.0|Direct
28736|DEU|41.0|12|214.0|28.0|Agent
28737|GBR|73.0|108|477.0|145.0|Agent
28738|GBR|54.0|72|432.0|40.0|Agent
28739|ESP|51.0|70|300.0|28.0|Agent
28740|ITA|41.0|28|178.0|37.0|Agent
28741|GBR|25.0|108|504.0|97.0|Agent
28743|FRA|43.0|79|504.0|56.5|Agent
28744|GBR|74.0|111|282.0|28.0|Agent
28746|FRA|42.0|99|280.0|161.0|Agent
28748|ESP|50.0|90|501.0|61.0|Agent
28749|GBR|46.0|65|330.0|45.5|Agent
28751|DEU|41.0|83|378.0|9.5|Agent
28752|DEU|52.0|83|378.0|6.0|Agent
28753|GBR|29.0|61|432.0|3.0|Agent
28754|DEU|73.0|123|784.8|84.0|Agent
28755|GBR|50.0|250|312.0|143.1|Agent
28756|GBR|31.0|19|286.0|28.0|Direct
28758|GBR|38.0|20|290.0|4.0|Agent
28762|FRA|33.0|122|342.0|70.0|Agent
28764|ITA|38.0|123|342.0|66.0|Agent
28765|GBR|49.0|68|600.0|221.5|Agent
28766|PRT|32.0|10|188.0|14.0|Agent
28767|DEU|57.0|212|678.6|226.5|Agent
28768|FRA|47.0|6|140.0|15.0|Agent
28771|GBR|59.0|114|423.0|130.0|Agent
28772|PRT|52.0|7|296.0|78.0|Agent
28774|GBR|62.0|114|1448.0|160.0|Agent
28776|DEU|46.0|15|580.0|161.5|Agent
28778|FRA|73.0|13|1276.4|159.0|Agent
28780|ITA|42.0|71|576.0|85.5|Agent
28783|GBR|54.0|22|296.4|3.0|Agent
28784|PRT|34.0|13|119.4|7.0|Agent
28785|GBR|69.0|75|1170.0|744.0|Agent
28786|PRT|40.0|1|132.0|14.0|Direct
28787|GBR|68.0|75|1170.0|750.0|Agent
28790|DEU|58.0|99|396.0|42.0|Agent
28794|FRA|63.0|78|450.0|144.5|Agent
28796|GBR|35.0|16|194.0|7.0|Agent
28798|FRA|68.0|60|450.0|42.0|Agent
28803|GBR|53.0|75|150.0|14.0|Agent
28805|GBR|65.0|105|342.0|150.0|Direct
28806|FRA|42.0|75|222.24|30.5|Agent
28807|FRA|63.0|100|350.0|296.5|Agent
28808|PRT|61.0|20|138.0|23.0|Agent
28809|PRT|83.0|20|134.0|7.0|Agent
28811|GBR|77.0|75|1170.0|666.0|Agent
28812|GBR|28.0|21|268.0|36.5|Agent
28814|GBR|64.0|75|1170.0|570.0|Agent
28817|DEU|55.0|133|255.0|37.0|Agent
28819|GBR|73.0|75|1170.0|640.6|Agent
28820|GBR|65.0|75|1170.0|490.0|Agent
28821|PRT|40.0|18|104.0|7.0|Agent
28824|ITA|55.0|14|830.0|78.0|Agent
28828|FRA|68.0|100|350.0|229.0|Agent
28830|ITA|45.0|186|382.5|47.5|Agent
28833|FRA|64.0|60|450.0|123.0|Agent
28836|GBR|38.0|222|174.92|105.9|Agent
28839|DEU|33.0|75|450.0|69.0|Agent
28840|GBR|68.0|95|528.0|106.0|Agent
28844|PRT|47.0|0|179.0|7.0|Agent
28845|GBR|43.0|84|1764.0|216.0|Agent
28846|GBR|59.0|84|588.0|72.0|Agent
28847|GBR|54.0|84|1764.0|221.0|Agent
28849|DEU|59.0|102|603.0|124.0|Agent
28858|DEU|42.0|66|432.0|101.5|Agent
28859|PRT|35.0|11|120.0|1.0|Agent
28861|DEU|28.0|99|351.0|6.0|Agent
28862|ESP|42.0|5|208.0|31.5|Agent
28864|PRT|66.0|18|294.0|42.0|Agent
28868|PRT|53.0|12|110.0|1.0|Agent
28869|PRT|51.0|12|110.0|1.0|Agent
28871|DEU|31.0|12|110.0|1.0|Agent
28873|FRA|60.0|259|338.1|149.1|Agent
28874|PRT|47.0|11|98.0|7.0|Agent
28875|ESP|50.0|11|124.0|7.0|Agent
28876|PRT|47.0|11|98.0|7.0|Agent
28877|ESP|54.0|11|124.0|7.0|Agent
28878|PRT|43.0|11|98.0|7.0|Agent
28879|PRT|48.0|11|98.0|7.0|Agent
28881|DEU|70.0|129|750.0|73.0|Agent
28884|ESP|47.0|15|124.0|7.0|Agent
28885|DEU|61.0|117|1359.96|260.5|Agent
28887|ESP|38.0|21|130.0|30.5|Agent
28888|FRA|55.0|21|484.8|215.3|Agent
28890|DEU|49.0|12|124.0|10.0|Agent
28898|FRA|24.0|87|240.0|14.0|Agent
28900|GBR|54.0|67|384.0|24.0|Agent
28901|ITA|47.0|99|99.0|11.0|Agent
28905|PRT|44.0|0|112.92|11.0|Agent
28907|PRT|48.0|0|148.0|14.0|Direct
28908|FRA|35.0|87|240.0|14.0|Agent
28909|FRA|27.0|47|320.0|140.5|Agent
28911|FRA|48.0|87|240.0|14.0|Agent
28914|FRA|55.0|33|240.0|14.0|Agent
28917|DEU|29.0|20|444.0|52.0|Agent
28918|ITA|41.0|7|454.0|47.0|Agent
28919|FRA|48.0|87|240.0|14.0|Agent
28920|FRA|40.0|87|240.0|16.5|Agent
28921|ITA|38.0|94|255.0|28.0|Agent
28923|DEU|56.0|175|382.5|69.0|Agent
28924|DEU|59.0|64|450.0|42.0|Agent
28927|FRA|45.0|87|240.0|14.0|Agent
28928|FRA|30.0|90|315.0|42.0|Direct
28929|FRA|29.0|90|315.0|45.0|Direct
28930|PRT|67.0|18|216.0|28.0|Agent
28931|FRA|33.0|87|240.0|14.0|Agent
28932|FRA|43.0|93|420.0|51.0|Agent
28933|GBR|21.0|19|128.0|14.0|Agent
28935|GBR|75.0|52|420.0|131.5|Agent
28938|PRT|38.0|11|342.0|21.0|Direct
28939|ESP|56.0|11|124.0|9.5|Agent
28941|PRT|63.0|18|216.0|28.0|Agent
28942|PRT|67.0|18|216.0|28.0|Agent
28943|PRT|61.0|18|216.0|28.0|Agent
28945|FRA|34.0|13|128.0|14.0|Agent
28946|FRA|38.0|25|512.0|93.5|Agent
28947|PRT|66.0|1|216.0|59.0|Agent
28949|PRT|47.0|19|751.0|82.0|Direct
28951|FRA|36.0|54|841.6|111.4|Agent
28953|FRA|34.0|16|296.0|226.0|Agent
28954|ESP|49.0|20|108.0|16.0|Agent
28956|DEU|54.0|248|538.08|94.5|Agent
28957|FRA|40.0|23|622.0|173.5|Agent
28958|FRA|61.0|59|636.0|228.0|Agent
28960|PRT|52.0|70|160.2|24.0|Agent
28961|ESP|52.0|1|1104.0|47.0|Agent
28963|GBR|28.0|18|456.0|64.5|Agent
28964|GBR|51.0|0|204.0|14.0|Agent
28965|ESP|43.0|0|356.0|28.0|Electronic
28966|DEU|69.0|24|436.4|59.7|Agent
28967|GBR|69.0|20|550.0|99.5|Agent
28968|DEU|43.0|29|463.5|101.0|Direct
28969|PRT|29.0|20|108.0|15.0|Agent
28970|PRT|41.0|88|342.0|71.0|Direct
28971|FRA|53.0|120|397.5|74.5|Agent
28973|GBR|42.0|20|108.0|15.0|Agent
28974|FRA|37.0|1|356.0|48.0|Agent
28975|DEU|29.0|125|672.0|132.0|Direct
28977|DEU|40.0|1|160.0|30.0|Agent
28982|DEU|40.0|211|302.16|33.5|Agent
28983|FRA|58.0|1|356.0|49.5|Agent
28984|DEU|52.0|128|456.0|56.0|Agent
28985|FRA|54.0|60|576.0|76.5|Agent
28987|FRA|49.0|53|397.2|101.0|Agent
28989|FRA|30.0|20|582.0|56.0|Agent
28992|GBR|58.0|137|591.0|84.0|Agent
28993|PRT|66.0|0|328.0|36.0|Direct
28994|FRA|74.0|12|770.0|208.0|Agent
28996|GBR|43.0|138|216.0|13.0|Agent
28999|FRA|57.0|120|342.0|51.99|Agent
29000|FRA|61.0|120|342.0|51.99|Agent
29005|DEU|50.0|16|126.0|107.4|Agent
29007|FRA|51.0|102|501.0|116.0|Agent
29008|FRA|46.0|18|710.0|32.5|Agent
29009|FRA|20.0|102|1503.0|236.5|Agent
29012|ITA|72.0|0|346.0|28.0|Direct
29013|GBR|70.0|14|732.0|64.0|Agent
29014|ESP|42.0|1|160.0|1.0|Agent
29018|FRA|71.0|115|369.0|84.0|Agent
29020|PRT|41.0|7|154.5|14.0|Direct
29021|PRT|28.0|1|160.0|1.0|Agent
29024|DEU|54.0|26|712.0|67.0|Agent
29025|ESP|47.0|10|551.2|69.8|Agent
29028|DEU|38.0|24|580.0|8.0|Agent
29032|DEU|49.0|225|329.88|8.0|Agent
29033|DEU|46.0|97|618.6|331.7|Agent
29034|ESP|62.0|60|434.4|144.6|Direct
29035|DEU|74.0|208|132.8|130.5|Agent
29037|GBR|62.0|22|506.0|51.0|Direct
29038|DEU|84.0|208|135.0|64.0|Agent
29039|DEU|48.0|208|135.0|62.0|Agent
29040|DEU|77.0|208|135.0|60.0|Agent
29042|DEU|78.0|208|132.8|128.0|Agent
29044|DEU|73.0|208|132.8|128.0|Agent
29045|DEU|66.0|208|132.8|122.0|Agent
29046|DEU|79.0|208|135.0|80.0|Agent
29047|DEU|77.0|208|132.8|120.0|Agent
29048|DEU|78.0|208|132.8|146.5|Agent
29049|DEU|78.0|208|132.8|128.0|Agent
29050|DEU|80.0|208|132.8|128.0|Agent
29051|DEU|78.0|208|135.0|81.0|Agent
29052|DEU|77.0|208|132.8|120.0|Agent
29053|DEU|71.0|208|132.8|128.0|Agent
29054|DEU|81.0|208|132.8|128.0|Agent
29055|DEU|69.0|208|132.8|160.0|Agent
29056|DEU|73.0|208|132.8|128.0|Agent
29057|DEU|84.0|208|132.8|128.0|Agent
29058|DEU|77.0|208|132.8|172.0|Agent
29059|DEU|58.0|208|132.8|128.0|Agent
29060|DEU|75.0|208|132.8|128.0|Agent
29061|DEU|76.0|208|132.8|128.0|Agent
29062|DEU|47.0|208|132.8|145.0|Agent
29063|DEU|67.0|208|132.8|134.0|Agent
29064|DEU|74.0|208|135.0|60.0|Agent
29065|FRA|47.0|200|253.2|28.0|Agent
29067|DEU|87.0|208|132.8|125.5|Agent
29068|DEU|71.0|208|132.8|120.0|Agent
29069|DEU|74.0|208|132.8|139.0|Agent
29070|FRA|47.0|200|253.2|28.0|Agent
29071|DEU|58.0|208|135.0|64.0|Agent
29072|DEU|52.0|208|132.8|137.5|Agent
29073|DEU|79.0|208|132.8|120.0|Agent
29074|DEU|68.0|208|132.8|128.0|Agent
29075|DEU|54.0|208|132.8|128.0|Agent
29076|FRA|54.0|212|339.3|42.0|Agent
29077|ESP|55.0|10|316.0|95.0|Agent
29078|DEU|65.0|208|132.8|128.0|Agent
29079|FRA|68.0|7|548.4|182.1|Agent
29080|FRA|53.0|33|584.0|56.0|Direct
29083|DEU|88.0|208|135.0|64.0|Agent
29084|DEU|50.0|124|684.0|86.5|Agent
29087|GBR|38.0|63|232.8|21.5|Agent
29088|DEU|35.0|50|712.0|92.0|Agent
29090|FRA|59.0|46|712.0|56.0|Agent
29091|DEU|68.0|208|132.8|136.5|Agent
29093|GBR|61.0|174|201.0|102.0|Agent
29095|DEU|60.0|208|132.8|128.0|Agent
29096|DEU|70.0|208|132.8|133.0|Agent
29097|FRA|56.0|93|315.0|86.7|Agent
29099|DEU|76.0|208|132.8|180.0|Agent
29100|FRA|54.0|0|636.0|56.0|Agent
29102|DEU|59.0|208|132.8|160.0|Agent
29103|DEU|66.0|208|132.8|128.0|Agent
29104|DEU|47.0|72|499.2|72.0|Agent
29106|GBR|39.0|174|338.4|49.0|Agent
29115|FRA|53.0|13|320.0|21.0|Agent
29116|DEU|75.0|59|124.0|14.0|Agent
29120|GBR|31.0|353|891.0|18.0|Agent
29121|PRT|49.0|51|138.0|7.0|Corporate
29124|PRT|80.0|11|960.0|11.0|Agent
29131|FRA|59.0|227|339.3|42.0|Agent
29132|PRT|50.0|0|118.08|10.5|Agent
29133|FRA|60.0|151|676.0|91.5|Agent
29134|PRT|50.0|19|145.0|18.0|Agent
29136|FRA|31.0|11|320.0|4.0|Agent
29137|FRA|46.0|232|430.5|70.0|Agent
29138|DEU|49.0|102|477.0|74.0|Agent
29141|FRA|67.0|108|828.0|166.5|Agent
29142|FRA|33.0|151|676.0|114.0|Agent
29143|FRA|58.0|151|600.0|59.0|Agent
29144|FRA|47.0|146|558.0|77.0|Direct
29145|FRA|76.0|146|1471.5|162.0|Direct
29149|ITA|53.0|289|333.9|42.0|Agent
29150|ITA|21.0|289|333.9|93.0|Agent
29152|GBR|53.0|12|297.0|6.0|Agent
29153|FRA|42.0|146|1765.5|252.0|Direct
29155|DEU|76.0|208|202.5|74.0|Agent
29156|FRA|47.0|68|648.0|69.0|Agent
29159|ITA|32.0|3|128.0|55.8|Direct
29160|GBR|60.0|98|126.0|65.5|Agent
29161|GBR|66.0|98|126.0|22.0|Agent
29164|GBR|55.0|22|212.0|21.0|Agent
29166|FRA|36.0|174|342.0|158.0|Agent
29167|FRA|42.0|146|558.0|76.0|Agent
29169|FRA|46.0|137|382.5|147.0|Agent
29174|DEU|53.0|213|452.4|56.0|Agent
29176|FRA|48.0|87|528.0|198.5|Agent
29177|FRA|53.0|142|456.0|87.0|Agent
29178|PRT|44.0|161|342.0|42.0|Agent
29179|GBR|56.0|214|317.7|156.0|Agent
29181|GBR|61.0|127|945.7|406.9|Direct
29186|ESP|60.0|16|320.0|22.0|Agent
29191|ITA|53.0|157|228.0|28.0|Agent
29192|FRA|35.0|166|490.5|42.0|Agent
29199|FRA|45.0|249|351.15|68.5|Agent
29201|FRA|55.0|233|321.3|66.0|Agent
29202|ITA|49.0|157|258.0|36.0|Agent
29203|GBR|44.0|86|264.0|72.5|Direct
29204|FRA|62.0|233|321.3|66.0|Agent
29205|ITA|49.0|157|228.0|28.0|Agent
29206|DEU|34.0|7|330.0|2.0|Electronic
29208|PRT|23.0|181|379.57|62.0|Agent
29209|PRT|70.0|0|246.0|28.0|Direct
29210|FRA|56.0|165|324.0|66.0|Agent
29212|FRA|68.0|141|540.0|124.0|Agent
29216|FRA|27.0|162|342.0|42.0|Agent
29217|DEU|72.0|162|540.0|200.0|Agent
29219|DEU|62.0|225|238.53|98.5|Agent
29220|DEU|38.0|131|216.0|4.0|Agent
29224|PRT|37.0|159|320.4|76.5|Agent
29225|DEU|46.0|162|540.0|25.0|Agent
29226|DEU|46.0|162|540.0|8.0|Agent
29228|FRA|55.0|184|380.7|76.0|Agent
29229|FRA|53.0|184|353.7|90.0|Direct
29230|DEU|61.0|219|252.99|42.0|Agent
29231|FRA|56.0|184|380.7|42.0|Agent
29232|DEU|55.0|219|252.99|42.0|Agent
29233|ITA|60.0|219|252.99|42.0|Agent
29235|GBR|41.0|7|522.0|33.5|Electronic
29238|DEU|47.0|0|288.0|81.0|Agent
29239|DEU|51.0|149|450.0|66.0|Agent
29242|PRT|51.0|1|1032.0|201.5|Direct
29243|ESP|46.0|202|252.96|42.0|Agent
29253|FRA|49.0|180|324.0|81.0|Agent
29255|FRA|50.0|178|972.0|99.0|Agent
29258|FRA|66.0|159|466.56|194.64|Agent
29260|DEU|49.0|149|450.0|42.0|Agent
29261|DEU|53.0|130|480.6|66.0|Agent
29269|FRA|49.0|207|428.4|74.0|Agent
29272|DEU|47.0|241|575.5|84.0|Agent
29277|FRA|51.0|207|626.4|84.0|Agent
29278|GBR|43.0|144|336.0|17.0|Agent
29279|PRT|68.0|246|176.0|84.0|Agent
29281|ESP|50.0|165|336.0|6.0|Agent
29282|ESP|52.0|165|382.5|85.1|Agent
29283|PRT|71.0|246|176.0|84.0|Agent
29284|PRT|74.0|246|176.0|84.0|Agent
29286|PRT|83.0|246|176.0|84.0|Agent
29289|PRT|68.0|344|176.0|84.0|Agent
29293|PRT|70.0|246|176.0|84.0|Agent
29296|PRT|74.0|246|176.0|84.0|Agent
29297|PRT|76.0|246|176.0|89.0|Agent
29299|ITA|59.0|175|228.0|40.0|Agent
29301|ITA|72.0|175|684.0|96.0|Agent
29302|ITA|56.0|175|684.0|84.0|Agent
29303|ITA|67.0|175|684.0|96.0|Agent
29304|FRA|66.0|39|480.0|179.5|Agent
29305|DEU|39.0|134|464.4|63.0|Agent
29306|ITA|69.0|175|684.0|96.0|Agent
29309|DEU|48.0|33|479.4|124.5|Agent
29310|GBR|45.0|229|452.4|56.0|Agent
29314|GBR|30.0|200|238.53|116.5|Agent
29315|DEU|55.0|122|684.0|102.0|Agent
29316|GBR|58.0|251|214.2|49.0|Agent
29317|PRT|43.0|126|489.0|42.0|Direct
29318|GBR|44.0|215|384.3|54.0|Agent
29321|GBR|29.0|231|329.88|8.0|Agent
29322|FRA|44.0|127|634.5|115.0|Direct
29323|FRA|46.0|121|210.0|52.0|Agent
29326|DEU|45.0|204|505.5|198.0|Agent
29327|DEU|55.0|204|481.5|137.0|Agent
29328|FRA|43.0|11|925.0|70.0|Direct
29329|GBR|40.0|204|321.3|6.0|Agent
29330|GBR|29.0|204|321.3|6.0|Agent
29332|FRA|75.0|127|210.0|41.0|Agent
29334|FRA|46.0|207|428.4|14.0|Agent
29335|DEU|61.0|166|456.0|56.0|Agent
29337|GBR|62.0|54|364.8|17.0|Agent
29338|GBR|31.0|152|336.0|221.0|Agent
29339|FRA|65.0|207|428.4|48.0|Agent
29340|FRA|38.0|127|210.0|72.0|Agent
29341|DEU|56.0|50|720.0|243.5|Direct
29342|FRA|41.0|196|313.4|163.5|Agent
29346|FRA|61.0|139|336.0|91.5|Agent
29355|DEU|53.0|149|336.0|35.0|Agent
29357|DEU|80.0|140|1912.5|268.5|Agent
29358|DEU|51.0|140|637.5|181.0|Agent
29360|ESP|66.0|86|447.6|244.0|Agent
29362|ESP|40.0|86|1342.8|477.0|Agent
29363|DEU|63.0|11|124.0|108.5|Agent
29364|ESP|55.0|5|88.0|7.0|Agent
29365|FRA|29.0|150|216.0|7.0|Agent
29366|DEU|50.0|231|452.4|56.0|Agent
29367|FRA|27.0|96|423.0|42.0|Agent
29368|DEU|70.0|201|678.6|84.0|Agent
29369|GBR|66.0|61|160.2|4.0|Agent
29370|FRA|18.0|27|124.0|18.0|Agent
29376|DEU|71.0|185|420.75|72.0|Agent
29377|GBR|37.0|243|107.1|2.0|Agent
29378|GBR|37.0|243|107.1|32.0|Agent
29379|DEU|53.0|123|324.0|30.0|Agent
29380|DEU|30.0|4|297.0|45.0|Agent
29381|PRT|61.0|141|320.4|44.0|Agent
29382|FRA|46.0|130|464.0|92.0|Agent
29385|FRA|53.0|135|444.0|148.0|Agent
29386|PRT|35.0|0|124.0|7.0|Agent
29388|PRT|35.0|0|127.0|14.0|Agent
29389|FRA|55.0|172|480.0|70.0|Direct
29395|DEU|61.0|104|644.0|90.0|Agent
29404|PRT|30.0|0|89.0|7.0|Electronic
29405|ESP|41.0|4|178.0|15.0|Agent
29410|PRT|41.0|12|132.0|19.5|Corporate
29411|DEU|51.0|174|634.0|416.5|Agent
29413|FRA|58.0|144|356.0|44.5|Agent
29420|DEU|54.0|133|166.32|22.0|Agent
29422|ESP|55.0|4|89.0|6.0|Agent
29423|PRT|33.0|4|138.0|7.0|Corporate
29424|PRT|50.0|4|138.0|7.0|Corporate
29430|ESP|52.0|3|106.28|6.5|Agent
29431|GBR|41.0|99|714.0|147.0|Agent
29434|DEU|31.0|66|240.3|159.0|Agent
29435|ESP|27.0|15|125.0|20.0|Electronic
29439|GBR|27.0|128|249.48|6.0|Agent
29442|GBR|59.0|409|74.0|41.0|Agent
29444|PRT|49.0|7|60.0|6.0|Corporate
29445|FRA|34.0|67|240.3|28.5|Agent
29448|PRT|34.0|53|258.3|10.0|Agent
29449|PRT|42.0|0|89.0|16.0|Direct
29450|GBR|38.0|277|526.5|174.5|Agent
29451|GBR|33.0|0|576.0|282.0|Agent
29452|GBR|48.0|0|1728.0|150.5|Agent
29455|GBR|37.0|83|240.3|65.0|Agent
29456|FRA|56.0|150|470.0|59.5|Agent
29457|ITA|37.0|41|506.0|100.0|Agent
29458|PRT|53.0|34|320.0|4.0|Agent
29461|GBR|75.0|301|293.4|83.5|Agent
29462|PRT|71.0|85|320.4|137.5|Agent
29464|DEU|21.0|102|687.0|70.0|Agent
29469|GBR|50.0|135|354.18|179.0|Agent
29470|GBR|49.0|135|354.18|81.0|Agent
29471|DEU|34.0|97|240.3|37.0|Agent
29472|GBR|73.0|38|128.0|22.0|Agent
29473|GBR|70.0|85|320.4|118.5|Agent
29475|PRT|36.0|7|60.0|6.0|Corporate
29477|FRA|27.0|71|432.0|6.0|Agent
29478|FRA|33.0|97|264.0|28.0|Agent
29479|GBR|51.0|127|612.0|276.5|Agent
29482|GBR|30.0|143|472.5|63.0|Agent
29483|GBR|54.0|54|364.8|66.0|Agent
29484|GBR|56.0|49|534.0|39.0|Agent
29485|PRT|29.0|82|320.4|44.0|Agent
29486|GBR|44.0|78|320.4|94.0|Agent
29487|GBR|27.0|251|565.5|72.5|Agent
29488|DEU|35.0|126|666.0|80.0|Agent
29489|FRA|57.0|133|210.0|189.0|Agent
29491|DEU|44.0|138|420.45|35.0|Agent
29492|GBR|23.0|251|565.5|70.0|Agent
29494|DEU|65.0|126|666.0|51.0|Agent
29495|GBR|32.0|16|380.0|6.0|Agent
29498|GBR|47.0|62|378.0|200.5|Agent
29499|GBR|57.0|251|565.5|72.5|Agent
29501|ITA|47.0|9|178.0|47.0|Corporate
29502|PRT|68.0|49|414.0|101.0|Agent
29504|FRA|57.0|131|350.0|60.0|Agent
29505|FRA|54.0|72|400.5|250.0|Agent
29506|DEU|63.0|157|400.5|65.0|Agent
29508|ITA|50.0|13|356.0|31.0|Agent
29510|PRT|36.0|19|400.0|6.0|Agent
29511|ITA|38.0|9|686.0|63.0|Agent
29512|ITA|33.0|16|500.0|8.0|Agent
29518|GBR|68.0|71|1332.0|590.0|Agent
29520|PRT|43.0|29|140.0|15.0|Agent
29521|DEU|59.0|159|228.0|28.0|Agent
29523|FRA|71.0|11|582.0|155.0|Direct
29524|GBR|51.0|156|432.0|131.0|Agent
29525|FRA|53.0|97|644.0|251.0|Agent
29527|PRT|68.0|19|400.0|6.0|Agent
29528|PRT|81.0|19|400.0|6.0|Agent
29534|GBR|71.0|20|304.0|55.0|Agent
29537|ESP|48.0|2|104.0|7.0|Electronic
29538|GBR|58.0|174|114.0|14.0|Agent
29539|FRA|43.0|206|372.3|183.6|Agent
29540|ITA|58.0|29|404.0|42.0|Agent
